,Tijd,Type,Klasse,Waarde,ID,Omschrijving,Status,Prioriteit,Comment,Tijd_Came,Tijd_Went,Tijd_ack,UUID,DPE,seconden
259213,2016-02-19 14:42:36.650,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1455892956
259234,2016-02-19 14:42:34.882,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1455892954
259241,2016-02-19 14:42:34.727,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,24,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1455892954
259490,2016-02-19 14:25:51.083,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1455891951
259609,2016-02-19 14:24:35.484,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1455891875
259614,2016-02-19 14:24:35.484,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1455891875
259637,2016-02-19 14:24:35.268,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,24,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1455891875
259751,2016-02-19 14:20:07.281,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1455891607
259856,2016-02-19 14:18:46.574,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1455891526
259876,2016-02-19 14:18:44.478,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1455891524
259885,2016-02-19 14:18:44.370,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,24,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1455891524
260214,2016-02-19 13:42:21.578,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1455889341
260337,2016-02-19 13:41:04.566,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1455889264
260347,2016-02-19 13:41:02.381,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1455889262
260368,2016-02-19 13:41:02.184,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1455889262
260494,2016-02-19 13:33:52.184,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1455888832
260601,2016-02-19 13:32:31.059,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1455888751
260620,2016-02-19 13:32:28.887,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1455888748
260631,2016-02-19 13:32:28.729,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1455888748
261274,2016-02-19 12:15:52.879,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1455884152
261395,2016-02-19 12:14:35.583,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1455884075
261400,2016-02-19 12:14:35.583,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1455884075
261423,2016-02-19 12:14:35.427,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,69,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1455884075
261534,2016-02-19 12:13:25.676,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1455884005
261646,2016-02-19 12:12:03.124,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1455883923
261664,2016-02-19 12:12:00.889,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1455883920
261676,2016-02-19 12:12:00.772,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,69,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1455883920
262107,2016-02-19 09:16:54.883,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1455873414
262223,2016-02-19 09:15:36.466,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1455873336
262244,2016-02-19 09:15:34.282,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1455873334
262251,2016-02-19 09:15:34.117,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1455873334
262321,2016-02-19 09:13:03.084,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1455873183
262428,2016-02-19 09:11:39.559,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1455873099
262449,2016-02-19 09:11:37.486,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1455873097
262456,2016-02-19 09:11:37.333,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1455873097
262714,2016-02-19 08:27:45.793,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1455870465
262834,2016-02-19 08:26:20.308,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1455870380
262855,2016-02-19 08:26:18.290,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1455870378
262862,2016-02-19 08:26:18.152,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1455870378
263087,2016-02-19 08:20:12.878,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1455870012
263202,2016-02-19 08:18:46.257,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1455869926
263225,2016-02-19 08:18:44.076,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1455869924
263232,2016-02-19 08:18:43.974,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1455869923
264157,2016-02-22 17:33:46.281,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456162426
264275,2016-02-22 17:32:26.183,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456162346
264298,2016-02-22 17:32:24.084,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456162344
264306,2016-02-22 17:32:24.005,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,79,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456162344
264410,2016-02-22 17:31:18.276,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456162278
264531,2016-02-22 17:29:54.283,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456162194
264554,2016-02-22 17:29:52.082,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456162192
264561,2016-02-22 17:29:51.963,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,79,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456162191
264910,2016-02-22 15:08:26.579,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456153706
265029,2016-02-22 15:07:07.615,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456153627
265039,2016-02-22 15:07:05.286,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456153625
265060,2016-02-22 15:07:05.059,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,69,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456153625
265163,2016-02-22 15:04:40.079,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456153480
265283,2016-02-22 15:03:17.041,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456153397
265291,2016-02-22 15:03:14.985,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456153394
265313,2016-02-22 15:03:14.804,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,69,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456153394
265785,2016-02-22 13:10:02.883,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456146602
265927,2016-02-22 13:08:42.340,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456146522
265936,2016-02-22 13:08:40.382,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456146520
265955,2016-02-22 13:08:40.217,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,82,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456146520
266017,2016-02-22 13:06:35.586,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456146395
266132,2016-02-22 13:05:13.321,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456146313
266154,2016-02-22 13:05:11.076,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456146311
266161,2016-02-22 13:05:10.990,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,82,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456146310
266634,2016-02-22 09:29:05.196,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456133345
266757,2016-02-22 09:27:42.665,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456133262
266769,2016-02-22 09:27:40.497,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456133260
266788,2016-02-22 09:27:40.333,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,82,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456133260
266901,2016-02-22 09:26:57.595,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456133217
267011,2016-02-22 09:25:36.040,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456133136
267034,2016-02-22 09:25:33.997,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456133133
267041,2016-02-22 09:25:33.808,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,82,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456133133
267601,2016-02-23 17:29:07.597,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456248547
267720,2016-02-23 17:27:50.551,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456248470
267743,2016-02-23 17:27:48.477,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456248468
267751,2016-02-23 17:27:48.381,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,52,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456248468
267868,2016-02-23 17:26:42.980,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456248402
267974,2016-02-23 17:25:20.410,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456248320
267997,2016-02-23 17:25:18.276,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456248318
268004,2016-02-23 17:25:18.160,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,52,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456248318
268355,2016-02-23 14:38:57.284,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456238337
268481,2016-02-23 14:37:42.087,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456238262
268486,2016-02-23 14:37:42.087,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456238262
268507,2016-02-23 14:37:41.917,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,52,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456238261
268615,2016-02-23 14:36:30.892,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456238190
268734,2016-02-23 14:35:10.197,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456238110
268756,2016-02-23 14:35:08.193,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456238108
268763,2016-02-23 14:35:08.016,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,52,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456238108
269096,2016-02-23 14:00:37.596,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456236037
269254,2016-02-23 13:59:24.219,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456235964
269275,2016-02-23 13:59:21.994,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456235961
269282,2016-02-23 13:59:21.897,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,52,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456235961
269352,2016-02-23 13:57:10.690,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456235830
269465,2016-02-23 13:55:49.467,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456235749
269486,2016-02-23 13:55:47.495,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456235747
269493,2016-02-23 13:55:47.311,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,52,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456235747
269842,2016-02-23 13:27:10.497,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456234030
269968,2016-02-23 13:25:53.394,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456233953
269973,2016-02-23 13:25:53.394,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456233953
269991,2016-02-23 13:25:53.204,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,53,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456233953
270062,2016-02-23 13:23:55.693,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456233835
270168,2016-02-23 13:22:33.420,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456233753
270190,2016-02-23 13:22:31.283,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456233751
270197,2016-02-23 13:22:31.143,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,53,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456233751
270556,2016-02-23 12:20:09.181,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456230009
270682,2016-02-23 12:18:51.694,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456229931
270692,2016-02-23 12:18:49.680,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456229929
270713,2016-02-23 12:18:49.491,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,53,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456229929
270831,2016-02-23 12:17:35.282,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456229855
270936,2016-02-23 12:16:12.500,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456229772
270959,2016-02-23 12:16:10.283,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456229770
270966,2016-02-23 12:16:10.188,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,53,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456229770
271514,2016-02-23 07:39:45.280,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456213185
271628,2016-02-23 07:38:30.830,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456213110
271649,2016-02-23 07:38:28.684,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456213108
271656,2016-02-23 07:38:28.557,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,38,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456213108
271726,2016-02-23 07:36:15.882,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456212975
271833,2016-02-23 07:34:51.514,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456212891
271855,2016-02-23 07:34:49.184,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456212889
271862,2016-02-23 07:34:49.061,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,38,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456212889
272386,2016-02-24 19:49:55.488,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456343395
272516,2016-02-24 19:48:42.154,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456343322
272537,2016-02-24 19:48:40.105,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456343320
272544,2016-02-24 19:48:40.036,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,70,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456343320
272610,2016-02-24 19:46:50.588,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456343210
272723,2016-02-24 19:45:30.245,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456343130
272744,2016-02-24 19:45:28.092,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456343128
272751,2016-02-24 19:45:28.020,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,70,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456343128
273098,2016-02-24 19:34:04.196,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456342444
273220,2016-02-24 19:32:44.734,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456342364
273243,2016-02-24 19:32:42.700,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456342362
273251,2016-02-24 19:32:42.589,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,70,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456342362
273354,2016-02-24 19:30:20.080,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456342220
273475,2016-02-24 19:28:57.244,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456342137
273498,2016-02-24 19:28:55.096,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456342135
273505,2016-02-24 19:28:55.024,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,70,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456342135
274137,2016-02-24 16:22:06.195,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456330926
274258,2016-02-24 16:20:52.782,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456330852
274270,2016-02-24 16:20:50.589,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456330850
274289,2016-02-24 16:20:50.437,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,70,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456330850
274393,2016-02-24 16:17:34.690,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456330654
274514,2016-02-24 16:16:13.499,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456330573
274534,2016-02-24 16:16:11.385,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456330571
274544,2016-02-24 16:16:11.230,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,70,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456330571
275107,2016-02-24 14:50:07.982,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456325407
275228,2016-02-24 14:48:55.330,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456325335
275251,2016-02-24 14:48:53.188,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456325333
275259,2016-02-24 14:48:53.132,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,70,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456325333
275373,2016-02-24 14:47:43.981,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456325263
275478,2016-02-24 14:46:24.235,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456325184
275500,2016-02-24 14:46:22.079,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456325182
275507,2016-02-24 14:46:21.987,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,70,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456325181
275729,2016-02-24 14:41:52.279,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456324912
275868,2016-02-24 14:40:39.313,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456324839
275889,2016-02-24 14:40:37.178,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456324837
275896,2016-02-24 14:40:37.113,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,70,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456324837
275967,2016-02-24 14:38:01.282,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456324681
276073,2016-02-24 14:36:40.943,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456324600
276081,2016-02-24 14:36:38.788,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456324598
276101,2016-02-24 14:36:38.623,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,70,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456324598
276474,2016-02-24 14:07:55.478,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456322875
276595,2016-02-24 14:06:42.134,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456322802
276616,2016-02-24 14:06:39.986,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456322799
276626,2016-02-24 14:06:39.831,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,50,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1456322799
276731,2016-02-24 14:05:23.286,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456322723
276849,2016-02-24 14:04:02.489,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456322642
276860,2016-02-24 14:04:00.391,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456322640
276879,2016-02-24 14:04:00.252,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,50,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1456322640
277383,2016-02-24 12:59:48.095,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1456318788
